lat,lng,desc,zip,title,timeStamp,twp,addr,e
40.1148759,-75.3403903,GREEN ST & E AIRY ST;  NORRISTOWN; Station 308A; 2015-12-25 @ 14:20:44;,19401,EMS: RESPIRATORY EMERGENCY,2015-12-25 14:22:01,NORRISTOWN,GREEN ST & E AIRY ST,1
40.2250992,-75.2076515,HORSHAM RD & GREEN TREE TAVERN RD;  HORSHAM; Station 352; 2015-12-25 @ 14:21:27;,19454,EMS: RESPIRATORY EMERGENCY,2015-12-25 14:26:01,HORSHAM,HORSHAM RD & GREEN TREE TAVERN RD,1
40.1032184,-75.2230583,ENSLEY DR & W MILL RD; WHITEMARSH; 2015-12-25 @ 14:24:11-Station:STA29;,19031,Fire: FIRE ALARM,2015-12-25 14:27:00,WHITEMARSH,ENSLEY DR & W MILL RD,1
40.0972222,-75.3761952,SCHUYLKILL EXPY & WEADLEY RD OVERPASS; UPPER MERION; 2015-12-25 @ 14:21:50;,,Traffic: DISABLED VEHICLE -,2015-12-25 14:27:01,UPPER MERION,SCHUYLKILL EXPY & WEADLEY RD OVERPASS,1
40.0972222,-75.3761952,SCHUYLKILL EXPY & WEADLEY RD OVERPASS; UPPER MERION; 2015-12-25 @ 14:22:12;,,Traffic: DISABLED VEHICLE -,2015-12-25 14:27:01,UPPER MERION,SCHUYLKILL EXPY & WEADLEY RD OVERPASS,1
40.0812601,-75.1370254,LIMEKILN PIKE & RT309 EXPY SB; CHELTENHAM; 2015-12-25 @ 14:30:31-Station:STA1;,,Fire: FIRE ALARM,2015-12-25 14:32:00,CHELTENHAM,LIMEKILN PIKE & RT309 EXPY SB,1
40.0889580,-75.4083470,GODDARD BLVD & N GULPH RD;  UPPER MERION; Station 317; 2015-12-25 @ 14:34:53;,19406,EMS: RESPIRATORY EMERGENCY,2015-12-25 14:37:00,UPPER MERION,GODDARD BLVD & N GULPH RD,1
40.0770396,-75.2652424,BARREN HILL RD;  WHITEMARSH; Station 318; 2015-12-25 @ 14:41:48;,19428,EMS: VEHICLE ACCIDENT,2015-12-25 14:47:00,WHITEMARSH,BARREN HILL RD,1
40.0767309,-75.2715007,BARREN HILL RD & SCARLET OAK DR; WHITEMARSH; 2015-12-25 @ 14:41:45;,19428,Traffic: VEHICLE ACCIDENT -,2015-12-25 14:47:01,WHITEMARSH,BARREN HILL RD & SCARLET OAK DR,1
40.1547723,-75.2248329,MAIN ST & WALNUT ST; AMBLER; 2015-12-25 @ 14:46:27-Station:STA7;,19002,Fire: FIRE ALARM,2015-12-25 14:52:01,AMBLER,MAIN ST & WALNUT ST,1
40.2582531,-75.2482301,BETHLEHEM PIKE & TAYLOR RD;  MONTGOMERY; Station 345; 2015-12-25 @ 14:54:40;,19446,EMS: FALL VICTIM,2015-12-25 14:57:00,MONTGOMERY,BETHLEHEM PIKE & TAYLOR RD,1
40.1653934,-75.2829046,STENTON AVE & WICKERFIELD DR; WHITPAIN; 2015-12-25 @ 14:52:21-Station:STA33;,,Fire: FIRE SPECIAL SERVICE,2015-12-25 14:57:00,WHITPAIN,STENTON AVE & WICKERFIELD DR,1
40.0817489,-75.3682711,HILLSIDE RD & GROVE LN; UPPER MERION; 2015-12-25 @ 15:00:47-Station:STA48;,19406,Fire: GAS-ODOR/LEAK,2015-12-25 15:02:00,UPPER MERION,HILLSIDE RD & GROVE LN,1
40.1580254,-75.2992999,DEKALB PIKE & JOLLY RD; WHITPAIN; 2015-12-25 @ 14:59:31;,19422,Traffic: VEHICLE ACCIDENT -,2015-12-25 15:02:01,WHITPAIN,DEKALB PIKE & JOLLY RD,1
40.2497226,-75.6546839,UNION ALY & MANATAWNY ST;  POTTSTOWN; Station 329; 2015-12-25 @ 15:02:49;,19464,EMS: UNRESPONSIVE SUBJECT,2015-12-25 15:07:00,POTTSTOWN,UNION ALY & MANATAWNY ST,1
40.1305414,-75.3179101,OLD ARCH RD & BIRCHWOOD DR;  EAST NORRITON; Station 308; 2015-12-25 @ 15:01:39;,19401,EMS: CARDIAC EMERGENCY,2015-12-25 15:07:01,EAST NORRITON,OLD ARCH RD & BIRCHWOOD DR,1
40.1614701,-75.1301588,MARYLAND RD & COMMERCE AVE;  UPPER MORELAND; Station 384; 2015-12-25 @ 15:10:13;,19090,EMS: UNKNOWN MEDICAL EMERGENCY,2015-12-25 15:12:01,UPPER MORELAND,MARYLAND RD & COMMERCE AVE,1
40.1558109,-75.4854115,S COLLEGEVILLE RD & BLACK ROCK RD; UPPER PROVIDENCE; 2015-12-25 @ 15:10:18;,19460,Traffic: VEHICLE ACCIDENT -,2015-12-25 15:12:01,UPPER PROVIDENCE,S COLLEGEVILLE RD & BLACK ROCK RD,1
40.0906922,-75.2474570,KOTTLER DR & FIELDS DR; WHITEMARSH; 2015-12-25 @ 15:12:57-Station:STA29;,19444,Fire: FIRE ALARM,2015-12-25 15:17:00,WHITEMARSH,KOTTLER DR & FIELDS DR,1
40.1295380,-75.3246363,JOHNSON HWY & DEKALB ST;  EAST NORRITON; Station 308; 2015-12-25 @ 15:14:12;,19401,EMS: SUBJECT IN PAIN,2015-12-25 15:17:01,EAST NORRITON,JOHNSON HWY & DEKALB ST,1
40.1685378,-75.4982005,BLACK ROCK RD & S TRAPPE RD;  UPPER PROVIDENCE; Station 325; 2015-12-25 @ 15:18:27;,19468,EMS: FEVER,2015-12-25 15:22:01,UPPER PROVIDENCE,BLACK ROCK RD & S TRAPPE RD,1
40.1664322,-75.1284717,SYCAMORE AVE & VESER LN; UPPER MORELAND; 2015-12-25 @ 15:17:08-Station:STA10;,19090,Fire: FIRE ALARM,2015-12-25 15:22:01,UPPER MORELAND,SYCAMORE AVE & VESER LN,1
40.1680741,-75.3905958,GERMANTOWN PIKE & PLUMLYN AVE; WORCESTER; 2015-12-25 @ 15:24:30-Station:STA83;,19403,Fire: FIRE INVESTIGATION,2015-12-25 15:27:00,WORCESTER,GERMANTOWN PIKE & PLUMLYN AVE,1
40.2038335,-75.1263156,W COUNTY LINE RD;  BUCKS COUNTY; Station EMS; 2015-12-25 @ 15:29:53;,,EMS: VEHICLE ACCIDENT,2015-12-25 15:32:00,BUCKS COUNTY,W COUNTY LINE RD,1
40.2213602,-75.1549102,W COUNTY LINE RD & TULIP DR; BUCKS COUNTY; 2015-12-25 @ 15:28:29;,18976,Traffic: VEHICLE ACCIDENT -,2015-12-25 15:32:00,BUCKS COUNTY,W COUNTY LINE RD & TULIP DR,1
40.2213602,-75.1549102,W COUNTY LINE RD & TULIP DR; BUCKS COUNTY; 2015-12-25 @ 15:34:26;,18976,Traffic: VEHICLE ACCIDENT -,2015-12-25 15:36:01,BUCKS COUNTY,W COUNTY LINE RD & TULIP DR,1
40.1259453,-75.1258693,GROVANIA AVE & WAYNE AVE;  ABINGTON; Station 381; 2015-12-25 @ 15:38:47;,19001,EMS: SUBJECT IN PAIN,2015-12-25 15:41:00,ABINGTON,GROVANIA AVE & WAYNE AVE,1
40.1867529,-75.1433734,HORSHAM RD & WALNUT AVE; HORSHAM; 2015-12-25 @ 15:40:37-Station:STA15;,19044,Fire: FIRE SPECIAL SERVICE,2015-12-25 15:42:00,HORSHAM,HORSHAM RD & WALNUT AVE,1
40.1867529,-75.1433734,HORSHAM RD & WALNUT AVE;  HORSHAM; Station 352; 2015-12-25 @ 15:37:36;,19044,EMS: FIRE SPECIAL SERVICE,2015-12-25 15:42:01,HORSHAM,HORSHAM RD & WALNUT AVE,1
40.0812601,-75.1370254,LIMEKILN PIKE & RT309 EXPY SB; CHELTENHAM; 2015-12-25 @ 15:49:36-Station:STA1;,,Fire: FIRE ALARM,2015-12-25 15:52:01,CHELTENHAM,LIMEKILN PIKE & RT309 EXPY SB,1
40.1022274,-75.3915443,VALLEY FORGE RD & GENERAL STEUBEN RD;  UPPER MERION; Station 317; 2015-12-25 @ 15:57:41;,19406,EMS: HEAD INJURY,2015-12-25 16:02:00,UPPER MERION,VALLEY FORGE RD & GENERAL STEUBEN RD,1
40.2064849,-75.2787271,W MONTGOMERY AVE & S CENTER ST; NORTH WALES; 2015-12-25 @ 15:58:35;,19454,Traffic: VEHICLE ACCIDENT -,2015-12-25 16:02:01,NORTH WALES,W MONTGOMERY AVE & S CENTER ST,1
40.1532684,-75.1895576,PENNSYLVANIA TPKE & WELSH RD OVERPASS;  UPPER DUBLIN; Station 351; 2015-12-25 @ 16:01:14;,,EMS: VEHICLE ACCIDENT,2015-12-25 16:06:01,UPPER DUBLIN,PENNSYLVANIA TPKE & WELSH RD OVERPASS,1
40.1532684,-75.1895576,PENNSYLVANIA TPKE & WELSH RD OVERPASS; UPPER DUBLIN; 2015-12-25 @ 16:01:01-Station:STA88;,,Fire: VEHICLE ACCIDENT,2015-12-25 16:06:01,UPPER DUBLIN,PENNSYLVANIA TPKE & WELSH RD OVERPASS,1
40.1532684,-75.1895576,PENNSYLVANIA TPKE & WELSH RD OVERPASS; UPPER DUBLIN; 2015-12-25 @ 16:02:01;,,Traffic: VEHICLE ACCIDENT -,2015-12-25 16:06:01,UPPER DUBLIN,PENNSYLVANIA TPKE & WELSH RD OVERPASS,1
40.1318786,-75.3660508,OXFORD CIR & LYNN DR; WEST NORRITON; 2015-12-25 @ 16:05:20;,19403,Traffic: VEHICLE ACCIDENT -,2015-12-25 16:07:01,WEST NORRITON,OXFORD CIR & LYNN DR,1
40.1265672,-75.1368180,RADCLIFFE AVE & COLONIAL AVE;  ABINGTON; Station 381; 2015-12-25 @ 16:08:32;,19001,EMS: UNCONSCIOUS SUBJECT,2015-12-25 16:12:00,ABINGTON,RADCLIFFE AVE & COLONIAL AVE,1
40.2627823,-75.5201567,NEIFFER RD & GERLOFF RD; LIMERICK; 2015-12-25 @ 16:11:20;,19473,Traffic: ROAD OBSTRUCTION -,2015-12-25 16:16:01,LIMERICK,NEIFFER RD & GERLOFF RD,1
40.2601615,-75.5200783,NEIFFER RD & LAVER RD; LIMERICK; 2015-12-25 @ 16:11:20;,19473,Traffic: ROAD OBSTRUCTION -,2015-12-25 16:22:01,LIMERICK,NEIFFER RD & LAVER RD,1
40.1145472,-75.1217549,SUSQUEHANNA RD & OLD YORK RD; ABINGTON; 2015-12-25 @ 16:29:00;,19001,Traffic: VEHICLE ACCIDENT -,2015-12-25 16:32:00,ABINGTON,SUSQUEHANNA RD & OLD YORK RD,1
40.1213415,-75.1336768,SUSQUEHANNA RD;  ABINGTON; Station 382; 2015-12-25 @ 16:32:18;,,EMS: VEHICLE ACCIDENT,2015-12-25 16:36:00,ABINGTON,SUSQUEHANNA RD,1
40.0354865,-75.2890693,BLACK ROCK RD; LOWER MERION; 2015-12-25 @ 16:35:16-Station:STA24;,19035,Fire: GAS-ODOR/LEAK,2015-12-25 16:37:00,LOWER MERION,BLACK ROCK RD,1
40.1126993,-75.1457304,EDGECOMB AVE & SYLVANIA AVE; ABINGTON; 2015-12-25 @ 16:39:02;,19038,Traffic: VEHICLE ACCIDENT -,2015-12-25 16:42:01,ABINGTON,EDGECOMB AVE & SYLVANIA AVE,1
40.2348712,-75.2055036,ANNABEL RD & DAVIS DR;  MONTGOMERY; Station 345A; 2015-12-25 @ 16:42:35;,19454,EMS: SYNCOPAL EPISODE,2015-12-25 16:47:01,MONTGOMERY,ANNABEL RD & DAVIS DR,1
40.1164676,-75.1379964,EASTON RD & MT VERNON DR; ABINGTON; 2015-12-25 @ 16:41:39-Station:STA300;,19038,Fire: FIRE ALARM,2015-12-25 16:47:01,ABINGTON,EASTON RD & MT VERNON DR,1
40.2531049,-75.2648676,N LINE ST & ROSEWOOD DR; MONTGOMERY; 2015-12-25 @ 16:44:52;,19446,Traffic: VEHICLE ACCIDENT -,2015-12-25 16:47:01,MONTGOMERY,N LINE ST & ROSEWOOD DR,1
40.1138125,-75.3451199,LAFAYETTE ST & SWEDE ST;  NORRISTOWN; Station 308A; 2015-12-25 @ 16:50:23;,19401,EMS: ABDOMINAL PAINS,2015-12-25 16:52:00,NORRISTOWN,LAFAYETTE ST & SWEDE ST,1
40.0698321,-75.3162951,CONSHOHOCKEN STATE RD & SCHUYLKILL EXPY OVERPASS; WEST CONSHOHOCKEN; 2015-12-25 @ 16:56:40-Station:STA39;,,Fire: GAS-ODOR/LEAK,2015-12-25 17:02:00,WEST CONSHOHOCKEN,CONSHOHOCKEN STATE RD & SCHUYLKILL EXPY OVERPASS,1
40.0931406,-75.3677644,DEKALB PIKE & TOWN CENTER RD; UPPER MERION; 2015-12-25 @ 17:05:24-Station:STA47;,19406,Fire: APPLIANCE FIRE,2015-12-25 17:07:00,UPPER MERION,DEKALB PIKE & TOWN CENTER RD,1
40.2354089,-75.2401008,BETHLEHEM PIKE;  MONTGOMERY; Station 345A; 2015-12-25 @ 17:09:06;,,EMS: VEHICLE ACCIDENT,2015-12-25 17:12:00,MONTGOMERY,BETHLEHEM PIKE,1
40.2288917,-75.2367048,BETHLEHEM PIKE & KNAPP RD; MONTGOMERY; 2015-12-25 @ 17:08:23;,18936,Traffic: VEHICLE ACCIDENT -,2015-12-25 17:12:00,MONTGOMERY,BETHLEHEM PIKE & KNAPP RD,1
40.0688245,-75.3112438,CRAWFORD AVE & FRONT ST; WEST CONSHOHOCKEN; 2015-12-25 @ 17:12:24;,19428,Traffic: VEHICLE ACCIDENT -,2015-12-25 17:17:00,WEST CONSHOHOCKEN,CRAWFORD AVE & FRONT ST,1
40.2042697,-75.4799776,JOAN DR & COLLEGE AVE; TRAPPE; 2015-12-25 @ 17:18:49-Station:STA77;,19426,Fire: FIRE ALARM,2015-12-25 17:22:00,TRAPPE,JOAN DR & COLLEGE AVE,1
40.1873139,-75.1846099,BUTLER PIKE & NESBITT RD;  HORSHAM; Station 352; 2015-12-25 @ 17:25:06;,19002,EMS: ABDOMINAL PAINS,2015-12-25 17:27:00,HORSHAM,BUTLER PIKE & NESBITT RD,1
40.3119378,-75.3084580,CHERRY LN & HIDDEN SPRINGS DR;  SOUDERTON; Station 339; 2015-12-25 @ 17:22:51;,18964,EMS: CVA/STROKE,2015-12-25 17:27:00,SOUDERTON,CHERRY LN & HIDDEN SPRINGS DR,1
40.4030729,-75.4998641,MAIN ST & CHURCH ST;  PENNSBURG; Station 369; 2015-12-25 @ 17:26:22;,18041,EMS: RESPIRATORY EMERGENCY,2015-12-25 17:32:00,PENNSBURG,MAIN ST & CHURCH ST,1
40.1217240,-75.3592490,MAIN ST & HAMILTON ST;  NORRISTOWN; Station 308A; 2015-12-25 @ 17:31:19;,19401,EMS: RESPIRATORY EMERGENCY,2015-12-25 17:37:00,NORRISTOWN,MAIN ST & HAMILTON ST,1
40.1295380,-75.3246363,E JOHNSON HWY & DEKALB PIKE; NORRISTOWN; 2015-12-25 @ 17:34:14;,19401,Traffic: VEHICLE ACCIDENT -,2015-12-25 17:37:00,NORRISTOWN,E JOHNSON HWY & DEKALB PIKE,1
40.2519290,-75.2736320,BROAD ST & MEDICAL CAMPUS DR;  HATFIELD TOWNSHIP; Station 345; 2015-12-25 @ 17:33:51;,19446,EMS: UNKNOWN MEDICAL EMERGENCY,2015-12-25 17:42:01,HATFIELD TOWNSHIP,BROAD ST & MEDICAL CAMPUS DR,1
40.2278385,-75.6709262,W CEDARVILLE RD;  CHESTER COUNTY; Station 3A84; 2015-12-25 @ 17:39:01;,19465,EMS: VEHICLE ACCIDENT,2015-12-25 17:42:01,CHESTER COUNTY,W CEDARVILLE RD,1
40.1295380,-75.3246363,E JOHNSON HWY & DEKALB PIKE; NORRISTOWN; 2015-12-25 @ 17:40:22;,19401,Traffic: VEHICLE ACCIDENT -,2015-12-25 17:42:01,NORRISTOWN,E JOHNSON HWY & DEKALB PIKE,1
40.2283558,-75.6611810,W CEDARVILLE RD & POTTSTOWN PIKE; CHESTER COUNTY; 2015-12-25 @ 17:38:58;,19465,Traffic: VEHICLE ACCIDENT -,2015-12-25 17:42:01,CHESTER COUNTY,W CEDARVILLE RD & POTTSTOWN PIKE,1
40.0063128,-75.2533243,OAK RD; LOWER MERION; 2015-12-25 @ 17:45:05-Station:STA26;,19066,Fire: BUILDING FIRE,2015-12-25 17:47:01,LOWER MERION,OAK RD,1
40.2541003,-75.3388642,DOCK DR & DETWILER RD;  TOWAMENCIN; Station 345B; 2015-12-25 @ 17:49:50;,19446,EMS: RESPIRATORY EMERGENCY,2015-12-25 17:52:00,TOWAMENCIN,DOCK DR & DETWILER RD,1
40.1330371,-75.4084631,SHANNONDELL DR & SHANNONDELL BLVD; LOWER PROVIDENCE; 2015-12-25 @ 17:47:35-Station:STA53;,19403,Fire: FIRE ALARM,2015-12-25 17:52:00,LOWER PROVIDENCE,SHANNONDELL DR & SHANNONDELL BLVD,1
40.2290075,-75.3878525,VALLEY CREEK RD & S OUTER LINE DR; CHESTER COUNTY; 2015-12-25 @ 17:48:56;,,Traffic: DISABLED VEHICLE -,2015-12-25 17:52:01,CHESTER COUNTY,VALLEY CREEK RD & S OUTER LINE DR,1
40.2460969,-75.3048376,ALLENTOWN RD & ABBEY LN; TOWAMENCIN; 2015-12-25 @ 17:49:30;,19446,Traffic: HAZARDOUS ROAD CONDITIONS -,2015-12-25 17:52:01,TOWAMENCIN,ALLENTOWN RD & ABBEY LN,1
40.0946197,-75.3628559,DEKALB PIKE & S HENDERSON RD; UPPER MERION; 2015-12-25 @ 17:49:56;,19406,Traffic: VEHICLE ACCIDENT -,2015-12-25 17:52:01,UPPER MERION,DEKALB PIKE & S HENDERSON RD,1
40.1892440,-75.1355370,EASTON RD & MAPLE AVE; HORSHAM; 2015-12-25 @ 17:55:51;,19044,Traffic: VEHICLE ACCIDENT -,2015-12-25 17:57:01,HORSHAM,EASTON RD & MAPLE AVE,1
40.1322580,-75.3823360,EGYPT RD & VARNUM RD;  WEST NORRITON; Station 308B; 2015-12-25 @ 17:57:26;,19403,EMS: CHOKING,2015-12-25 18:02:00,WEST NORRITON,EGYPT RD & VARNUM RD,1
40.3171540,-75.6121585,MERKEL RD & MENSCH LN;  DOUGLASS; Station 332; 2015-12-25 @ 18:03:43;,19525,EMS: CARDIAC EMERGENCY,2015-12-25 18:07:04,DOUGLASS,MERKEL RD & MENSCH LN,1
40.1556666,-75.2352506,MERCER HILL RD & BETSY LN; WHITPAIN; 2015-12-25 @ 18:02:26-Station:STA33;,19002,Fire: FIRE ALARM,2015-12-25 18:07:04,WHITPAIN,MERCER HILL RD & BETSY LN,1
40.1163662,-75.2006722,BRIDLE LN & SCOTT RD;  SPRINGFIELD; Station 311; 2015-12-25 @ 18:07:51;,19075,EMS: RESPIRATORY EMERGENCY,2015-12-25 18:12:01,SPRINGFIELD,BRIDLE LN & SCOTT RD,1
40.2476169,-75.6415844,WALNUT ST & N WASHINGTON ST;  POTTSTOWN; Station 329; 2015-12-25 @ 18:14:56;,19464,EMS: CARDIAC EMERGENCY,2015-12-25 18:17:00,POTTSTOWN,WALNUT ST & N WASHINGTON ST,1
40.2502002,-75.6546998,BEECH ST & MANATAWNY ST;  POTTSTOWN; Station 329; 2015-12-25 @ 18:13:22;,19464,EMS: OVERDOSE,2015-12-25 18:17:00,POTTSTOWN,BEECH ST & MANATAWNY ST,1
40.2149774,-75.4997122,RIDGE PIKE & N TOWNSHIP LINE RD;  LIMERICK; Station 324A; 2015-12-25 @ 18:23:56;,19468,EMS: ALLERGIC REACTION,2015-12-25 18:27:01,LIMERICK,RIDGE PIKE & N TOWNSHIP LINE RD,1
40.1341401,-75.4905880,SCHELL LN & THOMS DR; UPPER PROVIDENCE; 2015-12-25 @ 18:25:57-Station:STA99;,19460,Fire: FIRE ALARM,2015-12-25 18:31:01,UPPER PROVIDENCE,SCHELL LN & THOMS DR,1
39.9991037,-75.2375615,OLD LANCASTER RD & UPLAND TER;  LOWER MERION; Station 313; 2015-12-25 @ 18:31:16;,19066,EMS: CARDIAC EMERGENCY,2015-12-25 18:37:00,LOWER MERION,OLD LANCASTER RD & UPLAND TER,1
40.1314383,-75.4627543,CENTER AVE & HIGHLAND AVE;  UPPER PROVIDENCE; Station 322A; 2015-12-25 @ 18:34:40;,19460,EMS: FALL VICTIM,2015-12-25 18:37:00,UPPER PROVIDENCE,CENTER AVE & HIGHLAND AVE,1
40.0790900,-75.1139567,HAINES AVE & TOWNSHIP LINE RD;  ABINGTON; Station 382; 2015-12-25 @ 18:35:59;,19027,EMS: UNCONSCIOUS SUBJECT,2015-12-25 18:41:01,ABINGTON,HAINES AVE & TOWNSHIP LINE RD,1
40.1314383,-75.4627543,CENTER AVE & HIGHLAND AVE; UPPER PROVIDENCE; 2015-12-25 @ 18:39:23-Station:STA99;,19460,Fire: FIRE SPECIAL SERVICE,2015-12-25 18:41:01,UPPER PROVIDENCE,CENTER AVE & HIGHLAND AVE,1
40.1196410,-75.3556911,STANBRIDGE ST & W MAIN ST; NORRISTOWN; 2015-12-25 @ 18:39:24;,19401,Traffic: DISABLED VEHICLE -,2015-12-25 18:42:01,NORRISTOWN,STANBRIDGE ST & W MAIN ST,1
40.1721691,-75.1862320,BOLTON CT & MANCHESTER DR;  UPPER DUBLIN; Station 351; 2015-12-25 @ 18:45:19;,19002,EMS: ABDOMINAL PAINS,2015-12-25 18:47:00,UPPER DUBLIN,BOLTON CT & MANCHESTER DR,1
40.1526544,-75.3907794,BRECKENRIDGE BLVD & KILLINGTON CT; LOWER PROVIDENCE; 2015-12-25 @ 18:44:11-Station:STA53;,19403,Fire: FIRE INVESTIGATION,2015-12-25 18:47:00,LOWER PROVIDENCE,BRECKENRIDGE BLVD & KILLINGTON CT,1
40.2018408,-75.1869877,MCKEAN RD & LIMEKILN PIKE;  HORSHAM; Station 352; 2015-12-25 @ 18:46:19;,19002,EMS: ALTERED MENTAL STATUS,2015-12-25 18:51:01,HORSHAM,MCKEAN RD & LIMEKILN PIKE,1
40.2186132,-75.2970542,SUMNEYTOWN PIKE & ALLENTOWN RD;  UPPER GWYNEDD; Station 345B; 2015-12-25 @ 18:48:55;,19446,EMS: HEAD INJURY,2015-12-25 18:52:01,UPPER GWYNEDD,SUMNEYTOWN PIKE & ALLENTOWN RD,1
40.2935252,-75.4042175,INDIAN CREEK RD & MAIN ST; LOWER SALFORD; 2015-12-25 @ 18:55:42;,19438,Traffic: VEHICLE ACCIDENT -,2015-12-25 18:57:01,LOWER SALFORD,INDIAN CREEK RD & MAIN ST,1
40.0903967,-75.3957327,MALL BLVD & GODDARD BLVD;  UPPER MERION; Station 317; 2015-12-25 @ 19:01:00;,19406,EMS: SEIZURES,2015-12-25 19:06:00,UPPER MERION,MALL BLVD & GODDARD BLVD,1
40.0667230,-75.1451888,CHELTENHAM AVE & N 18TH ST; CHELTENHAM; 2015-12-25 @ 19:03:33;,19027,Traffic: VEHICLE ACCIDENT -,2015-12-25 19:06:01,CHELTENHAM,CHELTENHAM AVE & N 18TH ST,1
40.2462010,-75.6551970,HIGH ST & MANATAWNY ST;  POTTSTOWN; Station 329; 2015-12-25 @ 19:12:43;,19464,EMS: RESPIRATORY EMERGENCY,2015-12-25 19:17:00,POTTSTOWN,HIGH ST & MANATAWNY ST,1
40.1556269,-75.1223366,FITZWATERTOWN RD; UPPER MORELAND; 2015-12-25 @ 19:13:13-Station:STA10;,19090,Fire: GAS-ODOR/LEAK,2015-12-25 19:17:00,UPPER MORELAND,FITZWATERTOWN RD,1
40.3400721,-75.5917092,SWINEHART RD & DOUGLASS ST;  DOUGLASS; Station 332; 2015-12-25 @ 19:31:23;,,EMS: HEAD INJURY,2015-12-25 19:38:00,DOUGLASS,SWINEHART RD & DOUGLASS ST,1
40.1341512,-75.1200890,PROSPECT AVE & RUBICAM AVE;  ABINGTON; Station 381; 2015-12-25 @ 19:34:36;,19090,EMS: MATERNITY,2015-12-25 19:38:00,ABINGTON,PROSPECT AVE & RUBICAM AVE,1
39.9866944,-75.2569627,CITY AVE & HOLLINGSWORTH RD;  LOWER MERION; Station 313; 2015-12-25 @ 19:32:38;,19151,EMS: UNKNOWN MEDICAL EMERGENCY,2015-12-25 19:38:00,LOWER MERION,CITY AVE & HOLLINGSWORTH RD,1
40.1674419,-75.4781854,MARKET ST & WATER LOOP DR;  UPPER PROVIDENCE; Station 324; 2015-12-25 @ 19:39:30;,19426,EMS: RESPIRATORY EMERGENCY,2015-12-25 19:42:01,UPPER PROVIDENCE,MARKET ST & WATER LOOP DR,1
40.1341401,-75.4905880,SCHELL LN & THOMS DR; UPPER PROVIDENCE; 2015-12-25 @ 19:41:30-Station:STA99;,19460,Fire: FIRE INVESTIGATION,2015-12-25 19:47:01,UPPER PROVIDENCE,SCHELL LN & THOMS DR,1
40.2290075,-75.3878525,TOWAMENCIN AVE;  HATFIELD BORO; Station 345; 2015-12-25 @ 19:47:21;,,EMS: VEHICLE ACCIDENT,2015-12-25 19:52:01,HATFIELD BORO,TOWAMENCIN AVE,1
40.2290075,-75.3878525,TOWAMENCIN AVE & FORTY FOOT RD; HATFIELD BORO; 2015-12-25 @ 19:46:22;,,Traffic: VEHICLE ACCIDENT -,2015-12-25 19:52:01,HATFIELD BORO,TOWAMENCIN AVE & FORTY FOOT RD,1
40.1685378,-75.4982005,BLACK ROCK RD & S TRAPPE RD;  UPPER PROVIDENCE; Station 325; 2015-12-25 @ 19:55:32;,19468,EMS: FEVER,2015-12-25 19:57:00,UPPER PROVIDENCE,BLACK ROCK RD & S TRAPPE RD,1
40.0017554,-75.2837602,LAKESIDE RD & MIDFIELD RD; LOWER MERION; 2015-12-25 @ 19:58:39-Station:STA25;,19003,Fire: RESCUE - ELEVATOR,2015-12-25 20:02:00,LOWER MERION,LAKESIDE RD & MIDFIELD RD,1
39.9866944,-75.2569627,CITY AVE & HOLLINGSWORTH RD;  LOWER MERION; Station 313; 2015-12-25 @ 19:57:41;,19151,EMS: FALL VICTIM,2015-12-25 20:02:01,LOWER MERION,CITY AVE & HOLLINGSWORTH RD,1
40.3346858,-75.4497390,SWAMP CREEK RD & MAGAZINE RD;  MARLBOROUGH; Station 345B; 2015-12-25 @ 20:05:27;,18054,EMS: RESPIRATORY EMERGENCY,2015-12-25 20:06:01,MARLBOROUGH,SWAMP CREEK RD & MAGAZINE RD,1
40.3249920,-75.3281748,LUTHERAN HOME DR & DEAD END;  TELFORD; Station 339; 2015-12-25 @ 20:02:44;,,EMS: CARDIAC EMERGENCY,2015-12-25 20:07:00,TELFORD,LUTHERAN HOME DR & DEAD END,1
40.1821003,-75.2177447,NORRISTOWN RD & RADCLIFF LN;  LOWER GWYNEDD; Station 351; 2015-12-25 @ 20:02:04;,19002,EMS: FEVER,2015-12-25 20:07:00,LOWER GWYNEDD,NORRISTOWN RD & RADCLIFF LN,1
40.2457310,-75.3416869,SUMNEYTOWN PIKE & TOWAMENCIN AVE;  TOWAMENCIN; Station 345B; 2015-12-25 @ 20:05:27;,19438,EMS: RESPIRATORY EMERGENCY,2015-12-25 20:07:00,TOWAMENCIN,SUMNEYTOWN PIKE & TOWAMENCIN AVE,1
40.1594299,-75.3345106,NORTHAMPTON RD & NOTTINGHAM RD;  EAST NORRITON; Station 308B; 2015-12-25 @ 20:13:57;,19403,EMS: FALL VICTIM,2015-12-25 20:17:00,EAST NORRITON,NORTHAMPTON RD & NOTTINGHAM RD,1
40.2476533,-75.2916162,2ND ST & N MITCHELL AVE;  LANSDALE; Station 345; 2015-12-25 @ 20:11:28;,19446,EMS: UNCONSCIOUS SUBJECT,2015-12-25 20:17:00,LANSDALE,2ND ST & N MITCHELL AVE,1
40.0658144,-75.0943689,MYRTLE AVE & GROVE AVE; CHELTENHAM; 2015-12-25 @ 20:20:24-Station:STA4;,19012,Fire: GAS-ODOR/LEAK,2015-12-25 20:22:00,CHELTENHAM,MYRTLE AVE & GROVE AVE,1
